filename,drug,brand_name,indication,therapy_area,recommendation,listing_type,comparator,icer_low,icer_high,icer_note,risk_sharing,risk_sharing_note,population_per_year,key_trials,resubmission,pbac_year,pbac_month,extraction_ok,error_note
cer-pneumococcal-psd-july-2019.pdf,pneumococcal vaccines (13vPCV and 23vPPV),"Prevenar 13®, Pneumovax 23®","Prevention of invasive pneumococcal disease (IPD) in multiple populations including older adults, Aboriginal and Torres Strait Islander populations, children at high-risk, and individuals with specific medical conditions associated with very high risk of pneumococcal disease.",Immunology,Recommended with restriction,Restricted,no vaccine,,,Specific ICER values not stated in document; CER report findings referenced as showing acceptable cost-effectiveness for specific populations,no,,,,yes,2019,7,yes,
ceritinib-psd-november-2016.pdf,ceritinib,Zykadia,Adult patients with anaplastic lymphoma kinase (ALK) positive locally advanced or metastatic non-small cell lung cancer (NSCLC) who have progressed on a prior ALK inhibitor or are intolerant of crizotinib.,Oncology,Recommended with restriction,Authority Required,platinum doublet chemotherapy (carboplatin or cisplatin with gemcitabine) followed by pemetrexed maintenance,,,Cost-minimisation analysis used; no ICER range provided in document,no,,,ASCEND-5,no,2016,11,yes,
cerliponase-alfa-psd-july-2018.pdf,cerliponase alfa,Brineura,"Treatment of neuronal ceroid lipofuscinosis type 2 (CLN2) disease, a rare neurodegenerative genetic condition caused by TPP1 enzyme deficiency, administered via intracerebral ventricular injection.",Rare disease,Recommended with restriction,Authority Required,standard care,,,ICER range redacted (commercially sensitive),no,,,"Study 201/202, Study 901",no,2018,7,yes,
certolizumab-pegol-cpp-psd-november-2019.pdf,certolizumab pegol,Cimzia®,Treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy.,Immunology,Recommended with restriction,Authority Required,"adalimumab, ustekinumab",,,Cost minimisation analysis used; no ICER calculated,yes,"Risk sharing arrangement proposed to rebate the Commonwealth the cost of additional doses for patients who used CZP 400 mg, ensuring the cost of CZP 400 mg is no higher than CZP 200 mg.",,,yes,2019,11,yes,
certolizumab-pegol-nr-axspa-psd-november-2019.pdf,certolizumab pegol,Cimzia®,Treatment of non-radiographic axial spondyloarthritis (nr-axSpA) in patients with objective signs of inflammation (elevated CRP and MRI evidence) who have had inadequate response to or are intolerant to at least two NSAIDs.,Immunology,Recommended with restriction,Authority Required,golimumab,,,Cost-minimisation analysis (prices redacted in document),no,,,,no,2019,11,yes,
certolizumab-pegol-psd-march-2019.pdf,certolizumab pegol,Cimzia®,Treatment of severe chronic plaque psoriasis (CPP) in adult patients meeting specified PBS criteria who have failed to achieve adequate response to prior systemic therapies.,Immunology,Recommended with restriction,Authority Required,ustekinumab and adalimumab,,,Cost analysis only; ICER not calculated,no,,,"CIMPASI-1, CIMPASI-2, CIMPACT",no,2019,3,yes,
certolizumab-psd-03-2014.pdf,certolizumab pegol,Cimzia,Treatment of adults with active ankylosing spondylitis who have been intolerant to or have had inadequate response to at least one nonsteroidal anti-inflammatory drug (NSAID).,Musculo-skeletal,Recommended with restriction,Authority Required,adalimumab,,,Cost minimisation analysis conducted; no ICER range provided,no,,,"AS001, Canadian-AS, ATLAS, Huang 2013, Davis 2003, Calin 2004, Wyeth Study, Barkham 2010, SPINE, Braun 2002, ASSERT, GO RAISE, Bao 2012",no,2014,3,yes,
certolizumab-psd-11-2014.pdf,certolizumab pegol,Cimzia,Treatment of psoriatic arthritis (PsA) in adult patients with active disease where response to previous disease modifying anti-rheumatic drugs (DMARDs) is inadequate.,Immunology,Recommended with restriction,Authority Required,adalimumab,,,Cost minimisation analysis performed; ICER not applicable,no,,,"RAPID-PsA, ADEPT, GO-REVEAL, IMPACT, IMPACT2, PSUMMIT-1, PSUMMIT-2",no,2014,11,yes,
certolizumab-psd-march-2016.pdf,certolizumab pegol,Cimzia,"Additional PBS item for loading dose in ankylosing spondylitis, severe psoriatic arthritis, and severe active rheumatoid arthritis to reduce patient co-payment burden during treatment initiation.",Immunology,Recommended,Restricted,,,,ICER not calculated; minor submission for loading dose co-payment amendment,no,,,,no,2016,3,yes,
certolizumab-psd-march-2017.pdf,certolizumab pegol,Cimzia®,"Treatment of severe active rheumatoid arthritis, severe psoriatic arthritis, and active ankylosing spondylitis.",Immunology,Recommended with restriction,Authority Required,,,,No economic comparison undertaken; minor submission on cost-minimisation basis only.,yes,"Special pricing arrangement applies to Cimzia® pre-filled pen for severe psoriatic arthritis indication, consistent with existing arrangements for pre-filled syringe form.",,,no,2017,3,yes,
cetrorelix-psd-november-2025.pdf,cetrorelix,Femvi,Prevention of premature luteinisation and ovulation in patients undergoing controlled ovarian stimulation followed by oocyte pick up and assisted reproductive techniques.,Other,Recommended with restriction,Authority Required,cetrorelix (Cetrotide),,,Cost-minimisation analysis conducted; no ICER calculated as equi-effective with same price as comparator,no,,,,no,2025,11,yes,
cetuximab-psd-11-2014.pdf,cetuximab,Erbitux,First-line treatment in combination with chemotherapy for patients with metastatic colorectal cancer (mCRC) whose tumours have RAS wild-type status.,Oncology,Recommended with restriction,Authority Required,bevacizumab + FOLFIRI,,,Cost-minimisation analysis performed; no ICER range provided in document,no,,,"FIRE-3, CALGB/SWOG 80405",yes,2014,11,yes,
cetuximab-psd-march-2016.pdf,cetuximab,Erbitux,"Treatment of patients with previously untreated recurrent and/or metastatic squamous cell carcinoma of the oral cavity in combination with platinum-based chemotherapy, with WHO performance status 0 or 1.",Oncology,Recommended with restriction,Restricted,platinum-based chemotherapy alone,,,Pricing information redacted (commercially sensitive),no,,,EXTREME,no,2016,3,yes,
cetuximab-psd-march-2018.pdf,cetuximab,Erbitux,"Recurrent and/or metastatic squamous cell carcinoma of the head and neck (SCCHN) in combination with platinum-based chemotherapy, for previously untreated patients.",Oncology,Recommended with restriction,Authority Required,platinum-based chemotherapy (cisplatin or carboplatin) plus 5-fluorouracil,,,ICER not stated in provided extract; pricing details redacted,yes,Price rebate on published prices and subsidisation cap on reimbursed infusions per patient proposed; specific percentages and cap details redacted in document,,EXTREME,yes,2018,3,yes,
cetuximab-psd-march-2024.pdf,cetuximab,Erbitux,"Treatment of metastatic colorectal cancer (mCRC) in RAS wild-type patients and BRAF V600E variant mCRC, as well as squamous cell cancer of the larynx, oropharynx or hypopharynx concomitant with radiotherapy. This submission specifically addresses an alternative dosing regimen of 500 mg per m² body surface area once every two weeks for mCRC.",Oncology,Recommended,Authority Required,cetuximab 250 mg per m² once weekly dosing regimen,,,Category 4 submission; no economic evaluation undertaken,no,,,"Matsuda A et al. 2020, Kasper S et al. 2021, Lamy FX et al. 2020, Aggarwal H et al. 2023, Loft M et al. 2022",no,2024,3,yes,
cetuximab-psd-november-2016.pdf,cetuximab,Erbitux®,Treatment of patients with previously untreated metastatic and/or recurrent squamous cell carcinoma of the head and neck (RM SCCHN) in combination with platinum-based chemotherapy.,Oncology,Not recommended,,platinum-based chemotherapy (cisplatin or carboplatin and 5-fluorouracil),,,Commercially sensitive; pricing and ICER details redacted in document,yes,"Risk sharing arrangement with rebate beyond agreed thresholds, as applies to cetuximab for locally advanced SCCHN and mCRC listings",,EXTREME,yes,2016,11,yes,
chlormethine-hydrochloride-psd-03-2023.pdf,chlormethine hydrochloride,Ledaga,"Treatment of mycosis fungoides-type cutaneous T-cell lymphoma in adult patients with less than 25% body surface area involvement who have failed, are intolerant of, or have a contraindication to topical corticosteroids.",Haematology,Recommended with restriction,Authority Required,phototherapy (PUVA and UVB),,,ICER range not provided in document; cost-utility analysis conducted but specific values not stated in extracted text,no,,,"Study 201, PROVe Study",no,2023,3,yes,
chlormethine-hydrochloride-psd-nov-2023.pdf,chlormethine hydrochloride,Ledaga,"Topical treatment of mycosis fungoides-type cutaneous T-cell lymphoma (MF-CTCL) in adult patients with no more than 25% body surface area involved who have failed, are intolerant of, or have a contraindication to topical corticosteroids.",Haematology,Not recommended,Authority Required,phototherapy (PUVA and UVB),,,Cost-minimisation approach used; ICER not applicable,no,,,Study 201,yes,2023,11,yes,
chorionic-gonadotrophin-psd-march-2017.pdf,chorionic gonadotrophin,Pregnyl,"Treatment of anovulatory infertility, infertility (in males with hypogonadotrophic hypogonadism or isolated luteinising hormone deficiency), combined deficiency of human growth hormone and gonadotrophins, hypogonadism, delayed puberty, and assisted reproductive technology.",Other,Recommended,Restricted,,,,Not applicable — economic analysis not required for minor submission (new form of existing drug).,no,,,,no,2017,3,yes,
ciclosporin-psd-march-2021.pdf,ciclosporin,Ikervis®,Treatment of severe keratitis in adult patients with dry eye disease who have failed to achieve symptom control with artificial tears.,Ophthalmology,Recommended with restriction,Authority Required,best supportive care (preservative free artificial tears),,,Prices redacted in document,no,,,,no,2021,3,yes,
ciclosporin-psd-march-2022.pdf,ciclosporin,Cequa,"Chronic severe dry eye disease with keratitis in patients with corneal fluorescein staining grade 4 and ocular surface disease index score of at least 23, inadequately controlled by preservative-free artificial tears monotherapy.",Ophthalmology,Recommended with restriction,Authority Required,ciclosporin 0.1% cationic emulsion (Ikervis),,,Cost-minimisation analysis used; no ICER calculated,no,,,,no,2022,3,yes,
cinacalcet-psd-03-2014.pdf,cinacalcet,Sensipar,Management of chronic kidney disease patients on dialysis with secondary hyperparathyroidism not responding to conventional therapy.,Other,Not recommended,Restricted,placebo,45000,75000,"ICERs remained higher than original ICER of $15,000–$45,000 from 2007. EVOLVE trial data showed ICERs greater than $200,000 per QALY at original dose; even with proposed price reduction and age stratification, ICERs remained $45,000–$75,000 per QALY.",yes,"Risk-sharing arrangement agreed between sponsor and Commonwealth requiring submission of ongoing data on efficacy and cost-effectiveness, including data from EVOLVE trial.",,EVOLVE,yes,2014,3,yes,
cinacalcet-psd-11-2013.pdf,cinacalcet,Sensipar,"Treatment of secondary hyperparathyroidism in patients with end-stage renal disease receiving dialysis, as adjunctive therapy. Also indicated for hypercalcemia in parathyroid carcinoma and primary hyperparathyroidism when parathyroidectomy is not an option.",Other,Noted,Restricted,placebo plus standard medical management,15000,75000,"Base case ICER $15,000–$45,000; revised with Briggs et al 2013 utilities $45,000–$75,000",yes,"Risk-sharing arrangement requiring company to provide ongoing data to Commonwealth on efficacy and cost-effectiveness, including data from EVOLVE trial and details of changes in treatment algorithm in Australian clinical practice",,EVOLVE,yes,2013,11,yes,
cinacalcet-psd-july-2019.pdf,cinacalcet,Pharmacor Cinacalcet,Management of sustained secondary hyperparathyroidism not responding to conventional therapy in patients with chronic kidney disease receiving dialysis.,Other,Recommended with restriction,Restricted,,,,Not applicable — pricing information redacted in document,no,,,,no,2019,7,yes,
cipaglucosidase-and-miglustat-psd-march-2025.pdf,cipaglucosidase alfa with miglustat,"Pombiliti (cipaglucosidase alfa), Opfolda (miglustat)",Treatment of adults with late-onset Pompe disease (lysosomal acid α-glucosidase deficiency). Cipaglucosidase alfa used in combination with miglustat for patients not improving on current enzyme replacement therapy.,Rare disease,Noted,Authority Required,alglucosidase alfa and avalglucosidase alfa,,,Cost-minimisation approach requested; ICER not calculated as submission based on cost-minimisation versus existing comparators,no,,,,no,2025,3,yes,
citrulline-psd-november-2015.pdf,citrulline,Citrulline Easy Tablets®,"Treatment of urea cycle disorders, specifically for preventing low plasma arginine or citrulline levels.",Rare disease,Recommended with restriction,Restricted,Citrulline 1000® powder sachets,,,Cost-minimisation analysis; nil cost to PBS due to direct substitution at equivalent price per gram of citrulline,no,,,,no,2015,11,yes,
cladribine-psd-july-2018.pdf,cladribine,Mavenclad,Treatment of patients with relapsing remitting multiple sclerosis (RRMS) to reduce the frequency of clinical relapses and delay progression of physical disability.,Neurology,Noted,Authority Required,fingolimod,,,Not applicable — cost-minimisation analysis used; specific ICER values redacted,no,,,,yes,2018,7,yes,
cladribine-psd-march-2018.pdf,cladribine,Mavenclad,Treatment of patients with relapsing remitting multiple sclerosis (RRMS). Initial treatment for patients diagnosed with clinically definite RRMS who have experienced at least 2 documented attacks in the preceding 2 years and are ambulatory.,Neurology,Recommended with restriction,Authority Required,fingolimod,,,Cost minimisation analysis used; ICER not calculated. Prices and rebates commercially sensitive and redacted in document.,no,,,,yes,2018,3,yes,
cladribine-psd-nov-2021.pdf,cladribine,Mavenclad,Treatment of relapsing-remitting multiple sclerosis (RRMS) to reduce the frequency of clinical relapses and delay progression of physical disability.,Neurology,Not recommended,Restricted,fingolimod,,,Cost-minimisation analysis used; ICER values not applicable. PBAC found cladribine no longer cost-effective compared to ozanimod without price reduction.,no,,,"CLARITY, CLARITY Extension",yes,2021,11,yes,
cladribine-psd-nov-2023.pdf,cladribine,Mavenclad,Treatment of relapsing-remitting multiple sclerosis (RRMS) to reduce the frequency of clinical relapses and delay progression of physical disability.,Neurology,Not recommended,,fingolimod,,,Cost-minimisation approach used; no ICER calculated,no,,,"CLARITY, FREEDOM, GLIMPSE",yes,2023,11,yes,
cladribine-psd-november-2017.pdf,cladribine,Mavenclad®,Treatment of relapsing remitting multiple sclerosis (RRMS) to reduce the frequency of clinical relapses and delay the progression of physical disability.,Neurology,Recommended with restriction,Restricted,fingolimod 0.5mg,,,Cost-minimisation analysis used; specific ICER values not disclosed (commercially sensitive pricing indicated by redacted text),no,,,"CLARITY, ORACLE-MS, ONWARD",yes,2017,11,yes,
clobetasol-psd-11-2013.pdf,clobetasol propionate,,Moderate to severe scalp psoriasis in adults (≥18 years) who are not adequately controlled with either a vitamin D analogue or potent topical corticosteroid monotherapy.,Other,Recommended with restriction,Authority Required,betamethasone dipropionate plus calcipotriol gel (Daivobet),,,Cost minimisation claim; no ICER calculated as clobetasol propionate was accepted as cost-minimising compared to comparator,no,,,"Trial 2638, Trial 2591, Kragballe et al 2009, Jemec et al 2008, van de Kerkhof et al 2009, NCT01195831, Trial 2665, Trial 18075, Trial 18076, Tyring et al 2010",no,2013,11,yes,
clobetasol-psd-nov-2024.pdf,clobetasol propionate,Xobet,"Treatment of severe or resistant corticosteroid-responsive dermatoses in adults, including psoriasis (excluding widespread plaque psoriasis), recalcitrant dermatoses, lichen sclerosus/planus and discoid lupus erythematosus.",Other,Recommended with restriction,Restricted,betamethasone dipropionate 0.05%,,,Cost-minimisation approach used; no ICER calculated,no,,,,no,2024,11,yes,
clostridium-botulinum-psd-july-2020.pdf,clostridium botulinum type A toxin-haemagglutinin complex,Dysport®,Moderate to severe focal spasticity of the upper limb in patients with cerebral palsy aged 2 years and older.,Neurology,Recommended with restriction,Restricted,"Botulinum toxin, type A purified neurotoxin complex (Botox®)",,,Cost-minimisation analysis conducted; no ICER range provided,no,,,,no,2020,7,yes,
clostridium-botulinum-toxin-a-psd-march-2019.pdf,clostridium botulinum type A toxin-haemagglutinin complex,Dysport®,"Moderate to severe focal spasticity of the upper limb following an acute event (stroke, traumatic brain injury, spinal cord injury, infection, or hypoxia).",Neurology,Recommended with restriction,Authority Required,placebo / standard of care,,,"Cost per responder analysis used; ICER values redacted (commercially sensitive pricing data marked as '''''''''''). Previous cost per responder threshold was <$15,000 (2007).",yes,Risk share arrangement (RSA) proposed to facilitate removal of the four treatment lifetime limit restriction.,,,yes,2019,3,yes,
clostridium-botulinum-toxin-psd-july-2019.pdf,Clostridium botulinum type A toxin-haemagglutinin complex,Dysport®,"Moderate to severe spasticity of the lower limb following stroke or other acute neurological events, defined as Modified Ashworth Scale rating of 3 or more.",Neurology,Recommended with restriction,Authority Required,Botox® (onabotulinumtoxin A),,,Cost-minimisation analysis based on indirect comparison; ICER not calculated as clinical non-inferiority to comparator was claimed.,no,,,,yes,2019,7,yes,
clozapine-psd-july-2018.pdf,clozapine,Versacloz®,Schizophrenia (initial treatment for patients non-responsive or intolerant to other neuroleptic agents; continuing treatment in stabilized patients),Neurology,Recommended with restriction,Authority Required,,,,No economic evaluation required; temporary listing to address supply shortage of existing PBS product,no,,,,no,2018,7,yes,
coal-tar-prepared-psd-11-2014.pdf,coal tar prepared,Scytera®,Treatment of psoriasis. Scytera® foam is a topical coal tar preparation designed to provide the clinical benefits of prepared coal tar in a patient-preferred foam formulation to improve adherence and effectiveness.,Other,Recommended,Unrestricted,coal tar prepared 1% lotion (Exorex™),,,No ICER calculated; this was a minor submission with pricing based on therapeutic equivalence to existing comparator,no,,,"Frankel et al. (2010), Zeichner (2010)",no,2014,11,yes,
cobicistat-psd-03-2013.pdf,cobicistat + elvitegravir + emtricitabine + tenofovir,Stribild,Treatment of HIV infection in treatment-naïve and treatment-experienced patients with a CD4 count of less than 500 per cubic millimetre or symptomatic HIV disease.,Infectious disease,Recommended with restriction,Authority Required,individual component products administered concurrently; secondary comparators: Atripla (tenofovir/emtricitabine/efavirenz) and tenofovir/emtricitabine/atazanavir/ritonavir,,,Cost-minimisation analysis presented; ICER not applicable,yes,Sponsor committed to continued monitoring of renal adverse events risk as part of ongoing post-marketing agreements,,"GS-0101, GS-0102, GS-0103",no,2013,3,yes,
cobicistat-tybost-psd-03-2013.pdf,cobicistat,Tybost,Treatment of HIV-infected patients as a pharmacokinetic enhancer of atazanavir in antiretroviral-naive adults.,Infectious disease,Not recommended,Not applicable,ritonavir,,,"Cost-minimisation analysis presented; cost neutral to PBS claimed, but economic analysis not the basis of rejection",no,,,"GS-0105, GS-0114",no,2013,3,yes,
cobimetinib-vemurafenib-psd-march-2016.pdf,vemurafenib + cobimetinib,Zelboraf® + Cotellic®,Treatment of BRAF V600 mutation positive unresectable or metastatic melanoma. First-line therapy for patients with unresectable Stage III or Stage IV malignant melanoma.,Oncology,Recommended with restriction,Authority Required,dabrafenib + trametinib,,,Cost-minimisation analysis used; no ICER range provided in document,no,,,,no,2016,3,yes,
collagenase-psd-07-2013.pdf,collagenase clostridium histolyticum,Xiaflex,Treatment of Dupuytren's contracture in patients who are unable to simultaneously place the affected finger and palm flat on a table due to a Dupuytren's contracture with a palpable cord.,Other,Recommended with restriction,Authority Required,surgical fasciectomy,,,Cost minimisation analysis based on non-inferiority; no ICER range provided,no,,,"DUPY 303, CORD I, CORD II, AUX CC 860",no,2013,7,yes,
collagenase-psd-07-2014.pdf,collagenase clostridium histolyticum,Xiaflex,Treatment of Dupuytren's contracture in patients with ≤2 affected rays (fingers) who are unable to simultaneously place the affected finger and palm flat on a table due to a palpable cord and who would otherwise require surgery.,Other,Recommended with restriction,Authority Required,surgical fasciectomy,,,Cost comparison based approach used; specific ICER values not stated in document,yes,Managed access arrangement requiring all physicians administering CCH to undergo prescriber education and training program by Actelion Pharmaceuticals Australia Pty Ltd,,,yes,2014,7,yes,
continued-dispensing-psd-nov-2021.pdf,,,"Continued Dispensing arrangements for chronic and stable disease management, allowing pharmacists to dispense PBS-subsidised medicines without a prescription when prescriber contact is not practicable.",Other,Noted,Not applicable,,,,"No ICER calculated; this is a policy/arrangement item, not a drug submission.",no,,360000,,no,2021,11,yes,
corifollitropin-psd-03-2013.pdf,corifollitropin alfa,Elonva,"Controlled ovarian stimulation for the development of multiple follicles and pregnancy in women undergoing in-vitro fertilisation techniques, specifically for women with an antral follicle count of 20 or less undergoing a gonadotrophin releasing hormone antagonist cycle.",Other,Recommended with restriction,Restricted,follitropin beta (recombinant FSH),,,Cost-minimisation analysis; no ICER calculated,no,,,"ENGAGE, PURSUE",yes,2013,3,yes,
crisaborole-psd-nov-2020.pdf,crisaborole,Staquis®,"Mild to moderate atopic dermatitis in patients aged ≥2 years who have failed to achieve satisfactory disease control with, are contraindicated to, or are intolerant to topical corticosteroids.",Other,Recommended with restriction,Authority Required,pimecrolimus (face and eyelids) and standard management (rest of body),,,ICER values redacted or not explicitly stated in document,no,,,"AD-301, AD-302, AD-303",yes,2020,11,yes,
crisaborole-psd-november-2018.pdf,crisaborole,Staquis,"Mild to moderate atopic dermatitis in patients aged ≥2 years who are contraindicated to, have failed to achieve satisfactory disease control with, or are intolerant to topical corticosteroids.",Other,Not recommended,Restricted,pimecrolimus (face and eyelids) and standard management (rest of body),,,Price and ICER information redacted in document,no,,,,no,2018,11,yes,
crizotinib-psd-03-2014.pdf,crizotinib,Xalkori,Treatment of patients with anaplastic lymphoma kinase (ALK)-positive locally advanced or metastatic non-small cell lung cancer (NSCLC) as second-line therapy following disease progression after at least one platinum-based chemotherapy agent.,Oncology,Deferred,Authority Required,pemetrexed,,,ICER values redacted in document; pricing information commercially sensitive,yes,Confidential special pricing arrangement offered to reduce dispensed price; proposed managed entry scheme (MES) subsequently withdrawn by applicant,,"A8081001, A8081005, Lung Cancer Genome Project 2013, Zhang 2014, Berge 2013, Ou 2014",yes,2014,3,yes,
crizotinib-psd-11-2013.pdf,crizotinib,Xalkori,Second-line treatment of locally advanced or metastatic ALK-positive non-small cell lung cancer (NSCLC) in patients with disease progression following at least one platinum-based chemotherapy.,Oncology,Recommended with restriction,Authority Required,pemetrexed,,,ICER information not provided in extracted text,no,,,"A8081007, A8081001, A8081005",no,2013,11,yes,
crizotinib-psd-11-2014.pdf,crizotinib,Xalkori,Treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) in patients with anaplastic lymphoma kinase (ALK) gene rearrangement who have experienced disease progression following at least one platinum-based chemotherapy agent.,Oncology,Deferred,Restricted,pemetrexed,45000,75000,,no,,,,yes,2014,11,yes,
crizotinib-psd-july-2018.pdf,crizotinib,Xalkori,Treatment of patients with locally advanced (Stage IIIB) or metastatic (Stage IV) ROS1-positive non-small cell lung cancer (NSCLC).,Oncology,Recommended with restriction,Authority Required,pemetrexed,,,ICER values redacted in document; pricing details marked as commercially sensitive.,no,,,,yes,2018,7,yes,
crizotinib-psd-march-2017.pdf,crizotinib,Xalkori,Stage IIIB (locally advanced) or Stage IV (metastatic) non-small cell lung cancer (NSCLC) with anaplastic lymphoma kinase (ALK) gene rearrangement,Oncology,Recommended with restriction,Authority Required,,,,,yes,Managed Entry Scheme (MES) with data collection from selected crizotinib-naive patients to assess clinical benefits in practice,,,no,2017,3,yes,
crizotinib-psd-november-2017.pdf,crizotinib,Xalkori,Locally advanced (Stage IIIB) or metastatic (Stage IV) ROS1-positive non-small cell lung cancer with disease progression on or following platinum-based chemotherapy.,Oncology,Recommended with restriction,Authority Required,pemetrexed (standard of care),,,ICER not stated in extracted text,no,,,,no,2017,11,yes,
dabigatran-psd-03-2013.pdf,dabigatran etexilate,Pradaxa,Prevention of stroke or systemic embolism in patients with non-valvular atrial fibrillation who are at moderate to high risk of developing stroke or systemic embolism.,Cardiovascular,Recommended with restriction,Authority Required,adjusted-dose warfarin and aspirin,,,ICER not stated in document excerpt provided,no,,,RE-LY,no,2013,3,yes,
dabrafenib-and-trametinib-psd-july-2019.pdf,dabrafenib + trametinib,Tafinlar® + Mekinist®,"Adjuvant treatment of patients with BRAF V600 mutation positive resected Stage III melanoma (Stage IIIB, IIIC, and IIID disease) following complete resection.",Oncology,Recommended with restriction,Authority Required,placebo,,,ICER values redacted in document; March 2019 PBAC considered original results unreliable due to uncertain cost-effectiveness ratio,yes,Risk-sharing arrangement covering utilisation across adjuvant and unresectable/metastatic melanoma settings with expenditure caps and rebates beyond specified thresholds,,COMBI-AD,yes,2019,7,yes,
dabrafenib-and-trametinib-psd-march-2019.pdf,dabrafenib and trametinib,Tafinlar® and Mekinist®,Adjuvant treatment for BRAF V600 mutation positive patients with completely resected Stage III melanoma.,Oncology,Recommended with restriction,Authority Required,routine follow-up (no active treatment),,,ICER values redacted in document; special pricing arrangement with confidential effective prices proposed,no,,,COMBI-AD,no,2019,3,yes,
dabrafenib-and-trametinib-psd-march-2025.pdf,dabrafenib and trametinib,Tafinlar and Mekinist,Adult patients with Stage IV (metastatic) non-small cell lung cancer (NSCLC) with BRAF V600E mutation and ECOG performance status 0-2.,Oncology,Recommended with restriction,Authority Required,pembrolizumab in combination with platinum-based chemotherapy (ECOG PS 0-1); platinum-based chemotherapy alone (ECOG PS 2),,,Cost-minimisation approach used; special pricing arrangement based on pembrolizumab+PBC pricing; D+T DPMQ unknown and could not be determined at submission stage due to special pricing arrangement for comparator,no,,,E2201,no,2025,3,yes,
dabrafenib-psd-03-2013.pdf,dabrafenib,Tafinlar,Treatment of patients with BRAF V600 mutation positive advanced (unresectable stage III) or metastatic (stage IV) melanoma with WHO performance status of 2 or less.,Oncology,Recommended with restriction,Authority Required,dacarbazine (DTIC),,,Document truncated before economic analysis section; ICER values not provided in extracted text.,no,,,"BREAK-3, BRIM-3",no,2013,3,yes,
dabrafenib-psd-07-2013.pdf,dabrafenib,Tafinlar,Treatment of patients with BRAF V600 mutation positive unresectable Stage III or metastatic (Stage IV) melanoma.,Oncology,Recommended,Authority Required,,45000,75000,,yes,Risk-sharing arrangement proposed with a cap to manage financial risk of dabrafenib use beyond disease progression.,,BREAK-3,yes,2013,7,yes,
dabrafenib-trametinib-psd-12-2024.pdf,dabrafenib + trametinib,Tafinlar + Mekinist,"Treatment of paediatric patients (12 months to <18 years) with BRAF V600E mutation-positive low-grade glioma (LGG) with progressive disease following surgery or not amenable to surgery, and high-grade glioma (HGG) that has relapsed, progressed, or failed to respond to frontline therapy.",Oncology,Recommended with restriction,Authority Required,LGG: carboplatin + vincristine; HGG: basket of chemotherapy treatments,,,ICER values redacted/not stated in document,no,,,G2201,no,2024,12,yes,
dabrafenib-trametinib-psd-november-2015.pdf,dabrafenib and trametinib,Tafinlar® and Mekinist®,Treatment of BRAF-mutated unresectable stage III or stage IV malignant melanoma.,Oncology,Recommended with restriction,Restricted,,,,"Not applicable — minor submission requesting change in restriction level only, not a new economic evaluation.",yes,Trametinib is subject to a managed entry scheme; PBAC proposed re-specifications of the economic model when final data from COMBI-V and COMBI-D trials become available.,,"COMBI-V, COMBI-D",no,2015,11,yes,
daclatasvir-psd-march-2015.pdf,daclatasvir,Daklinza,Treatment of chronic hepatitis C virus (HCV) infection in combination with sofosbuvir for patients with all HCV genotypes.,Infectious disease,Recommended with restriction,Authority Required,no treatment,,,,no,,,,no,2015,3,yes,
daclatasvir-psd-november-2015.pdf,daclatasvir,Daklinza,"Treatment of chronic hepatitis C infection across all genotypes (1–6), irrespective of previous treatment history or cirrhosis status, in combination with sofosbuvir.",Infectious disease,Recommended with restriction,Authority Required,Ledipasvir/sofosbuvir (genotype 1); sofosbuvir plus ribavirin (genotype 2); no treatment (genotypes 4–6),,,ICER not stated in the provided text excerpt,no,,,,yes,2015,11,yes,
daclizumab-psd-july-2016.pdf,daclizumab,Zinbryta,Relapsing-remitting multiple sclerosis (MS). Treatment as monotherapy for ambulatory patients with clinically definite RRMS diagnosed by MRI and who have experienced at least 2 documented attacks of neurological dysfunction in the preceding 2 years.,Neurology,Deferred,Authority Required,fingolimod,,,ICER information not provided in document excerpt; evaluation basis noted as cost minimisation compared to fingolimod but details redacted or not included.,no,,,,no,2016,7,yes,
daclizumab-psd-november-2016.pdf,daclizumab,Zinbryta®,Treatment of relapsing-remitting multiple sclerosis (RRMS). Patients must have experienced at least 2 documented attacks of neurological dysfunction in the preceding 2 years and be ambulatory without assistance.,Neurology,Noted,Restricted,fingolimod,,,Document truncated; ICER information not available in provided text,no,,,,yes,2016,11,yes,
dactylis-glomerata-psd-july-2016.pdf,"Dactylis glomerata with Poa pratensis, Lolium perenne, Anthoxanthum odoratum and Phleum pratense",Oralair®,Treatment of moderate to severe allergic rhinitis/rhinoconjunctivitis caused by grass pollen in patients with inadequate response to standard medical management (antihistamines and nasal corticosteroids).,Immunology,Not recommended,Authority Required,placebo,,,Cost-effectiveness analysis based on placebo comparison; specific ICER values redacted or not provided in document,no,,,,no,2016,7,yes,
dapagliflozin-and-metformin-psd-july-2015.pdf,dapagliflozin and metformin XR,XIGDUO® XR,Type 2 diabetes mellitus as add-on to insulin therapy and as triple oral therapy in combination with metformin and sulfonylurea in patients inadequately controlled despite prior treatment.,Diabetes,Recommended with restriction,Authority Required,dapagliflozin and metformin individual components,,,Cost-minimisation analysis based on bioequivalence; no ICER calculated,no,,,,yes,2015,7,yes,
