filename,drug,brand_name,indication,therapy_area,recommendation,listing_type,comparator,icer_low,icer_high,icer_note,risk_sharing,risk_sharing_note,population_per_year,key_trials,resubmission,budget_impact_aud,rejection_reasons,patient_advocacy,pico_population,evidence_type,line_of_therapy,trial_size,primary_endpoint,economic_model,pbac_year,pbac_month,extraction_ok,error_note
empagliflozin-2-psd-november-2015.pdf,empagliflozin,Jardiance,"Type 2 diabetes in combination with insulin, with or without metformin, when therapy with insulin (± metformin) does not provide adequate glycaemic control.",Diabetes,Recommended with restriction,Authority Required,dapagliflozin,,,Cost minimisation analysis performed; no ICER range provided,no,,,"1245.33, 1245.49, 1245.36, CT-006, GWCO, GWDM",no,,,no,"Adults with type 2 diabetes on insulin with or without metformin with HbA1c >7% despite treatment with insulin and oral antidiabetic agents, or insulin alone where metformin is contraindicated",RCT,Later-line,,Surrogate,Cost-minimisation,2015,11,yes,
empagliflozin-3-psd-november-2015.pdf,empagliflozin/metformin,Jardiancemet®/Jardiamet®,Treatment of Type 2 diabetes mellitus as dual therapy (empagliflozin/metformin combination) in patients with inadequate glycaemic control on metformin monotherapy.,Other,Recommended with restriction,Authority Required,,,,,no,,,,no,,,no,Adults with Type 2 diabetes mellitus who have inadequate glycaemic control (HbA1c >7% or blood glucose >10 mmol/L in >20% of tests) despite treatment with metformin.,Other,Second-line,,,,2015,11,yes,
empagliflozin-and-linagliptin-psd-november-2017.pdf,"empagliflozin, linagliptin, empagliflozin with metformin, linagliptin with metformin","Jardiance, Trajenta, Jardiamet, Trajentamet","Type 2 Diabetes Mellitus in patients uncontrolled on dual oral therapy, for use in triple oral therapy (DPP4 + SGLT2 + metformin) in patients with T2DM who are uncontrolled on dual oral therapy.",Other,Recommended with restriction,Authority Required,dual oral therapy,,,ICER not separately calculated for this minor submission; relied on concurrent major submission for empagliflozin with linagliptin FDC,no,,,,no,,,no,Adults with Type 2 Diabetes Mellitus uncontrolled on dual oral therapy,RCT,Any,,Glycaemic control,CUA,2017,11,yes,
empagliflozin-linagliptin-psd-march-2017.pdf,empagliflozin with linagliptin,Glyxambi®,Triple oral therapy for type 2 diabetes mellitus in combination with metformin in patients intolerant or contraindicated to a combination of metformin and a sulfonylurea.,Diabetes,Not recommended,Authority Required,empagliflozin and linagliptin as separate components; insulin glargine with metformin; exenatide with metformin,,,Cost-minimisation basis proposed; ICER not calculated,no,,,,no,,Restriction would be difficult to implement in practice and unlikely to be followed; unclear definition of 'intolerance' to sulfonylureas; PBAC history of similar restrictions being interpreted less strictly than intended; inadequate definition of place in therapy; concerns regarding implementation costs and resources for written Authority prescriptions,no,"Adults with type 2 diabetes mellitus unable to achieve glycaemic control on oral dual therapy including a SGLT2 inhibitor or DPP4 inhibitor with metformin, and intolerant or contraindicated to metformin with sulfonylurea",Cost-minimisation,Later-line,,Cost-minimisation,Cost-minimisation,2017,3,yes,
empagliflozin-linagliptin-psd-november-2017.pdf,empagliflozin with linagliptin,Glyxambi®,"Type 2 diabetes mellitus in patients uncontrolled on metformin in combination with a DPP4 or SGLT2 inhibitor, or as dual therapy in treatment-naïve patients with mild to moderate renal impairment uncontrolled on metformin or sulfonylurea monotherapy.",Diabetes,Recommended with restriction,Restricted,"individual component products, insulin glargine, exenatide 2 mg once weekly, dapagliflozin with saxagliptin",,,Cost minimisation analysis performed; ICER not applicable,no,,,,yes,,,no,"Adults with Type 2 diabetes uncontrolled on metformin with a DPP4 or SGLT2 inhibitor (triple therapy indication), or treatment-naïve patients with Type 2 diabetes and mild to moderate renal impairment (eGFR ≥45 to <60 mL/min/1.73 m²) uncontrolled on metformin or sulfonylurea monotherapy",RCT,Second-line,,HbA1c reduction,Cost-minimisation,2017,11,yes,
empagliflozin-psd-07-2014.pdf,empagliflozin,Jardiance,Treatment of type 2 diabetes in combination with metformin or a sulfonylurea in patients unable to be adequately controlled by treatment with metformin and a sulfonylurea.,Diabetes,Recommended with restriction,Authority Required,dapagliflozin and canagliflozin,,,Cost-minimisation analysis conducted; no ICER range provided,no,,,"1245.10, 1245.23, 1245.31",no,,,no,Adults with type 2 diabetes inadequately controlled with metformin monotherapy or metformin in combination with a sulfonylurea,RCT,Later-line,,HbA1c,Cost-minimisation,2014,7,yes,
empagliflozin-psd-11-2022-12-2022.pdf,empagliflozin,Jardiance,"Treatment of chronic heart failure (NYHA classes II, III, or IV) in patients with left ventricular ejection fraction greater than 40%.",Cardiovascular,Recommended with restriction,Authority Required,placebo with standard care,,,,no,,,EMPEROR-Preserved,no,,,no,Adult patients with symptomatic chronic heart failure (NYHA Class II-IV) and left ventricular ejection fraction >40%,RCT,Not applicable,,Composite of cardiovascular death and hospitalisation for heart failure,CEA,,,yes,
empagliflozin-psd-march-2024.pdf,empagliflozin,Jardiance,Treatment of chronic heart failure in patients with LVEF ≤40% or >40% as add-on therapy to optimal standard heart failure treatment,Cardiovascular,Noted,Authority Required,,,,"Not applicable — this is a Category 4 submission for prescribing arrangement amendment only, not a new listing requiring economic evaluation",no,,,,no,,,no,"Adults with chronic heart failure, NYHA classes II–IV, with LVEF ≤40% or >40% with documented structural heart changes, on optimal standard therapy including beta-blocker and ACE inhibitor/ARB/ARNI, not receiving other SGLT2 inhibitors",Other,Not applicable,,,Not modelled,2024,3,yes,
empagliflozin-psd-nov-2021.pdf,empagliflozin,Jardiance,"Treatment of symptomatic chronic heart failure with reduced ejection fraction (HFrEF) defined as LVEF ≤40%, NYHA Class II-IV, in patients receiving standard care including beta-blocker and ACE inhibitor, ARB, or ARNi.",Cardiovascular,Recommended with restriction,Restricted,dapagliflozin plus standard care (cost-minimisation basis); placebo plus standard care (clinical basis),,,Cost-minimisation analysis conducted against dapagliflozin; cost-utility analysis versus standard care alone not detailed in excerpt,no,,,"EMPEROR-Reduced, EMPA-REG OUTCOME",no,,,no,"Adult patients with symptomatic chronic heart failure with reduced ejection fraction (NYHA Class II-IV, LVEF ≤40%) receiving standard care including beta-blocker and ACE inhibitor/ARB/ARNi",RCT,Any,,"Composite of cardiovascular death and hospitalisation for heart failure, all-cause mortality",CUA,2021,11,yes,
empagliflozin-psd-nov-2023.pdf,empagliflozin,Jardiance,Treatment of chronic kidney disease to reduce the risk of kidney disease progression in adult patients with eGFR 20 to <90 mL/min/1.73 m² (with UACR ≥200 mg/g if eGFR 45 to <90).,Other,Recommended with restriction,Authority Required,dapagliflozin and placebo,,,Cost-minimisation analysis versus dapagliflozin; cost-effectiveness analysis versus placebo; specific ICER values not provided in extracted text,no,,,"EMPA-KIDNEY, DAPA-CKD",no,,,no,"Adults with chronic kidney disease with eGFR 20 to <90 mL/min/1.73 m² (or eGFR 45 to <90 mL/min/1.73 m² with UACR ≥200 mg/g), receiving standard care with ACE inhibitor or ARB",RCT,Not applicable,,Composite of kidney disease progression and cardiovascular death,CUA,2023,11,yes,
emtricitabine-tenofovir-rilpivirine-psd-july-2016.pdf,"tenofovir alafenamide, emtricitabine, rilpivirine",Odefsey®,Treatment of human immunodeficiency virus (HIV) infection in treatment-naïve and treatment-experienced patients as a fixed-dose combination single tablet regimen.,Infectious disease,Noted,Authority Required,Eviplera®,,,Cost-minimisation analysis based on drug cost only; no ICER calculated,no,,,"Study 1089, Study 1159, Studies 104 and 111",no,,,no,"Treatment-naïve HIV-positive patients and treatment-experienced HIV-positive patients with baseline viral load <100,000 copies/mL and CD4 cell count >200 cells/mm³",RCT,First-line,,Bioequivalence,Cost-minimisation,2016,7,yes,
encorafenib-and-binimetinib-psd-november-2025.pdf,encorafenib; binimetinib,Braftovi; Mektovi,Advanced or metastatic non-small cell lung cancer (Stage IV NSCLC) with BRAF V600E mutation in patients who have not received prior systemic treatment in the metastatic setting.,Oncology,Recommended with restriction,Authority Required,pembrolizumab in combination with platinum-based doublet chemotherapy (pembrolizumab+PDC),,,ICER redacted (commercially sensitive),no,,,PHAROS,no,,,no,"Adult patients with advanced or metastatic (Stage IV) NSCLC with a BRAF V600E mutation who have not received prior systemic treatment in the metastatic setting, with WHO performance status 0-2.",RCT,First-line,,OS,CUA,2025,11,yes,
encorafenib-binimetinib-psd-november-2018.pdf,encorafenib,Braftovi®,"Treatment of unresectable or metastatic melanoma with a BRAF V600 mutation, in combination with binimetinib",Oncology,Recommended with restriction,Authority Required,dabrafenib+trametinib,,,Cost-minimisation analysis conducted; no ICER calculated,yes,Risk Sharing Arrangement (RSA) in place; Special Pricing Arrangement (SPA) also mentioned for comparators,,COLUMBUS,no,,,no,"Adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation, WHO performance status 0-2, either treatment-naive or intolerant to other BRAF inhibitors",RCT,First-line,,PFS,Cost-minimisation,2018,11,yes,
encorafenib-psd-mar-2021.pdf,encorafenib,Braftovi®,"Treatment of adult patients with metastatic colorectal cancer (mCRC) with a BRAF V600E variant who have received prior systemic therapy, in combination with an EGFR inhibitor such as cetuximab.",Oncology,,Authority Required,FOLFIRI + cetuximab or irinotecan + cetuximab,,,ICER information redacted in document excerpt provided,no,,,,no,,,no,"Adult patients with BRAF V600E variant positive metastatic colorectal cancer who have received prior systemic therapy, to be treated with encorafenib in combination with an EGFR inhibitor such as cetuximab",RCT,Later-line,,OS,CUA,2021,3,yes,
encorafenib-psd-may-2021.pdf,encorafenib,Braftovi®,"Treatment of adult patients with BRAF V600E variant metastatic colorectal cancer (mCRC) who have received prior systemic therapy, in combination with an EGFR inhibitor such as cetuximab.",Oncology,Recommended with restriction,Authority Required,FOLFIRI + cetuximab or irinotecan + cetuximab,,,ICER values redacted or not stated in provided text,no,,,,no,,,no,"Adult patients with BRAF V600E variant metastatic colorectal cancer who have received prior systemic therapy, with WHO performance status ≤2, requiring concomitant EGFR inhibitor therapy",RCT,Later-line,,OS,CUA,2021,5,yes,
enfortumab-vedotin-psd-11-2022-02-2023.pdf,enfortumab vedotin,Padcev,Treatment of patients with locally advanced (Stage III) or metastatic (Stage IV) urothelial cancer who have progressed on or after platinum-containing chemotherapy and either a PD-1 or PD-L1 inhibitor.,Oncology,Recommended with restriction,Restricted,docetaxel or paclitaxel,75000,95000,"ICER range redacted; base case reported as approximately $85,000/QALY with SRA; original submission without SRA was $115,000/QALY",yes,"Special Revenue Arrangement (SRA) proposed involving a cap on PBS subsidised treatment at specified months/cycles, with enfortumab vedotin administered at a rebate by sponsor thereafter. Also includes Special Pricing Arrangement (SPA).",,EV-301,yes,,,no,Adults with locally advanced (Stage III) or metastatic (Stage IV) urothelial cancer and WHO performance status 0 or 1 who have progressed on or after platinum-containing chemotherapy and either a PD-1 or PD-L1 inhibitor,RCT,Later-line,,OS,CUA,,,yes,
enfortumab-vedotin-psd-march-2022.pdf,enfortumab vedotin,Padcev,Locally advanced (Stage III) or metastatic (Stage IV) urothelial cancer in patients who have progressed on or after platinum-containing chemotherapy and either a PD-1 or PD-L1 inhibitor.,Oncology,Recommended with restriction,Authority Required,docetaxel or paclitaxel,,,Not stated in provided text,no,,,,no,,,no,"Adults with locally advanced (Stage III) or metastatic (Stage IV) urothelial cancer, WHO performance status 0 or 1, who have progressed on or after platinum-containing chemotherapy and either a PD-1 or PD-L1 inhibitor",RCT,Later-line,,OS,CUA,2022,3,yes,
enfortumab-vedotin-psd-nov-2024.pdf,enfortumab vedotin,Padcev,First-line treatment of locally advanced (Stage III) or metastatic (Stage IV) urothelial cancer in combination with pembrolizumab,Oncology,Recommended with restriction,Authority Required,platinum-based chemotherapy with gemcitabine (cisplatin or carboplatin),,,ICER values not stated in extracted text,no,,,EV-302,no,,,no,Adults with previously untreated locally advanced (Stage III) or metastatic (Stage IV) urothelial cancer with WHO performance status ≤2,RCT,First-line,,OS,CEA,2024,11,yes,
enoxaparin-psd-11-2014.pdf,enoxaparin sodium,Clexane Safety-Lock®,Anticoagulation for patients undergoing haemodialysis and general anticoagulant therapy.,Cardiovascular,Recommended,Unrestricted,,,,Cost-minimisation assessment only; price equivalent to currently listed enoxaparin (Clexane®).,no,,,,no,,,no,"Patients requiring anticoagulation, including those undergoing haemodialysis.",Cost-minimisation,Not applicable,,Cost-minimisation,Cost-minimisation,2014,11,yes,
enoxaparin-psd-july-2019.pdf,enoxaparin sodium,"Clexane Forte, Enoxaparin Winthrop, Clexane Forte Safety-Lock",Treatment of deep vein thrombosis (DVT) and prophylaxis of venous thromboembolism in patients requiring higher dose strengths (120 mg and 150 mg formulations).,Cardiovascular,Recommended,Unrestricted,enoxaparin 100 mg,,,Cost-minimisation analysis performed; no ICER calculated,no,,,,no,,,yes,"Patients with DVT or requiring VTE prophylaxis who weigh over 100 kg and require daily doses higher than currently available strengths (120 mg and 150 mg), administered subcutaneously once or twice daily.",Cost-minimisation,Not applicable,,Cost-minimisation,Cost-minimisation,2019,7,yes,
enoxaparin-psd-july-2020.pdf,enoxaparin,Enoxapo,Prevention of thromboembolic disorders; prophylaxis of venous thromboembolism; prevention of thrombosis in haemodialysis; treatment of deep vein thrombosis; treatment of unstable angina and non-Q-wave myocardial infarction; treatment of acute ST-segment elevation myocardial infarction,Cardiovascular,Recommended,Unrestricted,Clexane Safety-Lock,,,Cost-minimisation comparison; no ICER calculated as biosimilar,no,,,,no,,,no,"Patients requiring enoxaparin for prevention of thromboembolic disorders, venous thromboembolism prophylaxis, haemodialysis anticoagulation, deep vein thrombosis treatment, and acute coronary syndromes",Single-arm,Not applicable,,Non-inferiority,Cost-minimisation,2020,7,yes,
enoxaparin-psd-july-2023.pdf,enoxaparin sodium,"Exarane, Exarane Forte","Prevention of thrombo-embolic disorders, including haemodialysis",Cardiovascular,Recommended with restriction,Restricted,Clexane Safety-Lock,,,Cost-minimisation analysis; no ICER calculated as biosimilar with equivalent efficacy/safety to comparator,no,,,,no,,,yes,"Patients requiring prevention of thrombo-embolic disorders, including those undergoing haemodialysis",Cost-minimisation,Any,,Cost-minimisation,Cost-minimisation,2023,7,yes,
enoxaparin-psd-july-2025.pdf,enoxaparin sodium,Enoxaject,"Prevention of thrombo-embolic disorders in patients undergoing orthopaedic and general surgery, prophylaxis of venous thromboembolism in bedridden medical patients, prevention of thrombosis during haemodialysis, treatment of deep vein thrombosis, unstable angina and non-Q-wave myocardial infarction, and acute ST-segment elevation myocardial infarction.",Cardiovascular,Recommended with restriction,Restricted,"Clexane, Exarane",,,Cost-minimisation basis; no ICER calculated,no,,,,no,,,no,"Patients requiring enoxaparin for prevention and treatment of thrombo-embolic disorders, venous thromboembolism, thrombosis during haemodialysis, deep vein thrombosis, unstable angina, non-Q-wave myocardial infarction, and acute ST-segment elevation myocardial infarction",Cost-minimisation,Any,,Cost-minimisation,Cost-minimisation,2025,7,yes,
enoxaparin-psd-march-2019.pdf,enoxaparin,Clexane,"Prophylaxis or treatment of deep vein thrombosis (DVT) and venous thromboembolism (VTE) prophylaxis, particularly in high-risk surgical patients requiring extended prophylaxis beyond 20 days.",Cardiovascular,Recommended with restriction,Unrestricted,,,,"Not applicable — minor submission, no economic comparison performed",no,,,,no,,,yes,"Surgical patients at high risk of VTE requiring extended prophylaxis (e.g. total hip replacement, hip fracture surgery, major abdominal surgery) for periods of 28–35 days post-operatively",Cost-minimisation,Not applicable,,Cost-minimisation,BIA only,2019,3,yes,
entrectinib-psd-march-2020.pdf,entrectinib,Rozlytrek,Treatment of locally advanced (Stage IIIB) or metastatic (Stage IV) c-ROS proto-oncogene 1 (ROS1)-positive non-squamous or not otherwise specified (NOS) non-small cell lung cancer (NSCLC).,Oncology,Recommended with restriction,Authority Required,crizotinib,,,Cost-minimisation analysis used; no ICER calculated as entrectinib proposed at equivalent cost to crizotinib,no,,,"ALKA, STARTRK-1",no,,,no,"Patients with ROS1-positive, locally advanced (Stage IIIB) or metastatic (Stage IV) NSCLC, non-squamous or NOS type, with WHO performance status ≤2, and ROS1 gene rearrangement confirmed by FISH testing (≥15% positive cells), who have not received prior ROS1 inhibitor treatment or have developed intolerance to prior ROS1 inhibitor",RCT,First-line,,ORR,Cost-minimisation,2020,3,yes,
enzalutamide-psd-03-2023.pdf,enzalutamide,Xtandi,Treatment of patients with metastatic hormone-sensitive prostate cancer (mHSPC) in combination with androgen deprivation therapy (ADT). Population includes all mHSPC patients or those with low-volume disease or high-volume disease unsuitable for docetaxel.,Oncology,Recommended with restriction,Authority Required,ADT alone (primary); apalutamide + ADT (secondary),,,Commercial pricing details redacted; special pricing arrangement applied with multiple price reductions during review process,no,,,"ARCHES, ENZAMET",no,,,no,"Adult patients with metastatic hormone-sensitive prostate cancer, either all patients with mHSPC or restricted to those with low-volume disease or high-volume disease unsuitable for docetaxel (poor ECOG status, comorbidities, or contraindications)",RCT,First-line,,OS,CUA,2023,3,yes,
enzalutamide-psd-07-2014.pdf,enzalutamide,Xtandi,Treatment of metastatic castration-resistant prostate cancer after treatment failure with docetaxel.,Oncology,Recommended with restriction,Authority Required,abiraterone,,,ICER not stated in extracted document section,no,,,"AFFIRM, Trial 301",no,,,yes,"Patients with metastatic castration-resistant prostate cancer who have failed treatment with docetaxel, with WHO performance status of 2 or less.",RCT,Later-line,1199,OS,,2014,7,yes,
enzalutamide-psd-july-2017.pdf,enzalutamide,Xtandi,"Castration-resistant metastatic carcinoma of the prostate in patients who have failed or are unsuitable for docetaxel treatment, or in chemotherapy-naïve patients prior to docetaxel.",Oncology,Recommended with restriction,Restricted,docetaxel; watchful waiting,45000,75000,ICER range target; specific DPMQ and pricing details are commercially sensitive and redacted in document,yes,Risk sharing arrangement with reduced caps and weighted rebate for all expenditure above the caps covering pre- and post-docetaxel settings,,,yes,,,no,"Adults with castration-resistant metastatic prostate cancer who have failed docetaxel or are unsuitable for docetaxel (pre-docetaxel setting), with WHO performance status ≤2, asymptomatic or symptomatic",RCT,Later-line,,OS,CUA,2017,7,yes,
enzalutamide-psd-march-2017.pdf,enzalutamide,Xtandi,Metastatic castration-resistant prostate cancer (mCRPC) in asymptomatic patients who have not yet received docetaxel,Oncology,Not recommended,Restricted,watchful waiting,,,ICER redacted in document,no,,,PREVAIL,yes,,PBAC considered treatment should not be restricted to asymptomatic patients only; unclear definition of 'asymptomatic' based on opioid use may distort clinical practice; modelled benefit based on time to chemotherapy rather than symptom occurrence; applicability of PREVAIL trial population questionable as many patients used opioids during trial,no,"Asymptomatic patients with metastatic castration-resistant prostate cancer who have not received prior docetaxel, with WHO performance status ≤1, and no evidence of cancer-related pain requiring opioid medications, and no prior abiraterone treatment",RCT,First-line,1717,OS,CUA,2017,3,yes,
enzalutamide-psd-march-2022.pdf,enzalutamide,Xtandi,"Non-metastatic castration resistant prostate cancer (m0CRPC) in patients with PSA doubling time of 10 months or less, in combination with androgen deprivation therapy.",Oncology,Recommended with restriction,Authority Required,darolutamide,,,Cost-minimisation approach used; no ICER calculated,no,,,,no,,,no,"Adults with non-metastatic castration resistant prostate cancer (m0CRPC) with PSA doubling time of 10 months or less, WHO performance score 0 or 1, on androgen deprivation therapy, without prior treatment or with intolerance to darolutamide or apalutamide",RCT,First-line,,PFS,Cost-minimisation,2022,3,yes,
enzalutamide-psd-nov-2024.pdf,enzalutamide,Xtandi,Treatment of patients with non-metastatic hormone-sensitive prostate cancer with high-risk biochemical recurrence (PSA doubling time ≤9 months),Oncology,Recommended with restriction,Authority Required,ADT alone (Leuprorelin + Placebo in EMBARK),,,ICER information not provided in PSD excerpt,yes,Managed Access Program proposed to manage uncertainty related to metastasis-free survival and overall survival; sponsor would agree to revise price following collection of final trial data,,EMBARK,no,,,no,"Adults with non-metastatic hormone-sensitive prostate cancer with high-risk biochemical recurrence (PSA doubling time ≤9 months), no evidence of distant metastases, ECOG performance status ≤1",RCT,First-line,,PFS,CUA,2024,11,yes,
enzalutamide-psd-november-2015.pdf,enzalutamide,Xtandi®,"Treatment of metastatic castration-resistant prostate cancer (mCRPC) in patients who have not had prior docetaxel, including asymptomatic or mildly symptomatic patients after failure of androgen deprivation therapy in whom chemotherapy is not yet clinically indicated.",Oncology,Recommended with restriction,Authority Required,"watchful waiting, abiraterone, docetaxel",,,ICER values redacted in document,no,,,,no,,,no,"Patients with metastatic castration-resistant prostate cancer who are asymptomatic or mildly symptomatic after failure of androgen deprivation therapy, with WHO performance status of 2 or less, and who have not had prior docetaxel treatment.",RCT,First-line,,PFS,CUA,2015,11,yes,
epcoritamab-psd-nov-2024.pdf,epcoritamab,Epkinly,"Treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) after two or more lines of systemic therapy, who have previously received or are currently unable to receive CAR-T cell therapy and are not eligible for stem cell transplantation.",Haematology,Recommended with restriction,Authority Required,R-GemOx (rituximab + gemcitabine + oxaliplatin),,,ICER not stated in the document excerpt provided,no,,,"EPCORE NHL-1, EPCORE DLBCL-1",no,,,no,Adult patients with relapsed or refractory DLBCL after two or more lines of systemic therapy who have previously received or are currently unable to receive CAR-T cell therapy and are ineligible for autologous stem cell transplantation,RCT,Later-line,480,ORR,CEA,2024,11,yes,
eplerenone-psd-july-2025-with-addendum-december-2025.pdf,eplerenone,Inspra®,Treatment of heart failure with reduced ejection fraction (LVEF ≤40%) in symptomatic patients (NYHA II-IV) receiving optimal standard chronic heart failure treatment including beta-blockers and ACE inhibitors or angiotensin II antagonists.,Cardiovascular,Noted,Authority Required,,,,,no,,,,no,,,no,"Adult patients with symptomatic heart failure (NYHA class II, III or IV) with documented left ventricular ejection fraction ≤40% receiving concomitant optimal standard chronic heart failure treatment (beta-blocker, ACE inhibitor or angiotensin II antagonist).",RCT,Any,,OS,,,,yes,
epoetin-lambda-psd-july-2017.pdf,epoetin lambda,Novicrit®,Treatment of anaemia associated with intrinsic renal disease (chronic renal failure) during correction and maintenance therapy phases.,Other,Recommended with restriction,Restricted,epoetin alpha,,,Economic comparison not relevant for minor submission requesting restriction change only.,no,,,,no,0,,no,Patients with symptomatic or transfusion-requiring anaemia associated with chronic renal failure during correction and maintenance therapy phases.,Cost-minimisation,Not applicable,,Cost-minimisation,Cost-minimisation,2017,7,yes,
epoprostenol-psd-07-2014.pdf,epoprostenol,Veletri,"Long-term treatment via continuous intravenous infusion in WHO functional class III or IV patients with idiopathic pulmonary arterial hypertension, familial pulmonary arterial hypertension, or pulmonary arterial hypertension associated with scleroderma spectrum of diseases.",Cardiovascular,Recommended,Restricted,Flolan (epoprostenol alternative brand),,,Formal economic analysis not provided; cost-minimisation comparison only,no,,,,no,,,no,"Patients with WHO Functional Class III or IV pulmonary arterial hypertension (idiopathic, familial, or associated with scleroderma) requiring long-term continuous intravenous infusion",Cost-minimisation,Not applicable,,Cost-minimisation,Cost-minimisation,2014,7,yes,
epoprostenol-sodium-psd-november-2016.pdf,epoprostenol,Flolan,"Long-term continuous intravenous infusion treatment for WHO functional Class III or IV patients with idiopathic pulmonary arterial hypertension, familial pulmonary arterial hypertension, or pulmonary arterial hypertension associated with scleroderma spectrum diseases.",Cardiovascular,Recommended with restriction,Authority Required,,,,Minor submission; no economic comparison presented,no,,,,no,0,,no,"WHO Functional Class III or IV patients with idiopathic pulmonary arterial hypertension, anorexigen-induced PAH, hereditable PAH, or PAH secondary to connective tissue disease",Other,First-line,,,BIA only,2016,11,yes,
eptinezumab-psd-july-2022.pdf,eptinezumab,Vyepti,"Chronic migraine in patients who have had an inadequate response, intolerance or contraindication to three or more prior prophylactic therapies for chronic migraine.",Neurology,Recommended with restriction,Authority Required,galcanezumab,,,Cost-minimisation approach used; ICER not applicable,yes,Special pricing arrangements apply,,,no,,,no,"Adults aged 18 years or older with chronic migraine (average of 15 or more headache days per month with at least 8 days of migraine over at least 6 months) who have experienced inadequate response, intolerance or contraindication to at least three prophylactic migraine medications",Meta-analysis,Later-line,,"Reduction in monthly migraine headache days, 50% response rate",Cost-minimisation,2022,7,yes,
erenumab-psd-july-2018.pdf,erenumab,Aimovig,"Treatment of chronic migraine in adult patients who have experienced an inadequate response, intolerance or contraindication to at least three prophylactic migraine medications and are naïve to botulinum toxin type A treatment.",Neurology,Recommended with restriction,Authority Required,botulinum toxin type A (Botox),,,ICER information redacted in document,no,,,,no,,,no,Adults aged 18 years or older with chronic migraine (average 15 or more headache days per month with at least 8 migraine days over 6 months) who have failed at least three prophylactic migraine medications and are naive to botulinum toxin type A,RCT,Later-line,,PFS,CUA,2018,7,yes,
erenumab-psd-march-2019.pdf,erenumab,Aimovig®,"Treatment of chronic migraine in patients who have experienced an inadequate response, intolerance or a contraindication to at least three prophylactic migraine medications.",Neurology,Recommended with restriction,Authority Required,botulinum toxin type A (Botox) and best supportive care (BSC),,,Pricing information redacted (commercially sensitive),no,,,,yes,,,no,"Adults aged 18 years or older with chronic migraine (≥8 migraine days per month over at least 6 months) who have failed at least three prophylactic migraine medications (propranolol, amitriptyline, methysergide, pizotifen, cyproheptadine or topiramate)",RCT,Later-line,,Change from baseline in the number of monthly migraine days,CUA,2019,3,yes,
erenumab-psd-nov-2024.pdf,erenumab,Aimovig,"Prophylaxis of chronic migraine in adults who have experienced an inadequate response, intolerance or a contraindication to at least 3 prophylactic migraine medications",Neurology,Recommended with restriction,Authority Required,"galcanezumab, fremanezumab, eptinezumab",,,Cost-minimisation approach used; specific ICER values not stated in this section,no,,,,yes,,,no,"Adults aged 18 years or older with chronic migraine (≥15 headache days per month with ≥8 migraine days) who have experienced an inadequate response, intolerance or contraindication to at least 3 prophylactic migraine medications",Meta-analysis,Later-line,,PFS,Cost-minimisation,2024,11,yes,
eribulin-psd-03-2013.pdf,eribulin mesilate,Halaven,"Treatment of patients with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapeutic regimens for advanced disease, with prior therapy including an anthracycline and a taxane unless unsuitable.",Oncology,Noted,Authority Required,Treatment of Physician's Choice (TPC),,,No ICER reported in document,no,,,"EMBRACE, E7389-A001-201, E7389-G000-211",no,,,no,"Adults with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapeutic regimens for advanced disease, with prior therapy including an anthracycline and a taxane unless unsuitable.",RCT,Later-line,762,OS,,2013,3,yes,
eribulin-psd-11-2013.pdf,eribulin mesilate,Halaven,"Treatment of patients with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapeutic regimens for advanced disease, with prior therapy including an anthracycline and a taxane (unless contraindicated).",Oncology,Recommended with restriction,Authority Required,vinorelbine,,,Document truncated; ICER data not fully available in provided text,no,,,EMBRACE,yes,,,yes,"Adults with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapeutic regimens for advanced disease, with prior therapy including an anthracycline and a taxane unless contraindicated",RCT,Later-line,503,OS,CUA,2013,11,yes,
eribulin-psd-november-2016.pdf,eribulin,Halaven®,Treatment of advanced (unresectable and/or metastatic) liposarcoma in patients who have received prior chemotherapy including an anthracycline.,Oncology,Recommended with restriction,Authority Required,dacarbazine,,,ICER not stated in extracted document section,no,,,Study 309,no,,,no,"Adults aged 18 years or older with WHO ECOG performance status of 2 or less, with advanced (unresectable and/or metastatic) liposarcoma (myxoid, pleomorphic, dedifferentiated, or round cell subtypes) who have received prior chemotherapy including an anthracycline with doxorubicin and ifosfamide (unless contraindicated), excluding well-differentiated liposarcoma.",RCT,Second-line,,ORR,CEA,2016,11,yes,
erlotinib-psd-07-2013.pdf,erlotinib,Tarceva,Initial and continuing first-line treatment of locally advanced (stage IIIB) or metastatic (stage IV) non-squamous or NOS non-small cell lung cancer in patients with evidence of activating EGFR gene mutations.,Oncology,Recommended with restriction,Authority Required,platinum-based doublet chemotherapy (carboplatin and gemcitabine); gefitinib (if PBS listed); afatinib,,,ICER values not stated in provided text excerpt,no,,,"EURTAC, OPTIMAL",yes,,,no,"Adults with locally advanced (stage IIIB) or metastatic (stage IV) non-squamous or NOS non-small cell lung cancer with evidence of activating EGFR gene mutations, WHO/ECOG performance status 0 to 2, without progressive disease",RCT,First-line,,PFS,CUA,2013,7,yes,
